1,1,75,495,63,41,1,1,1.000000
2,1,78,495,62,41,1,1,1.000000
3,1,80,496,62,40,1,1,1.000000
4,1,81,496,62,40,1,1,1.000000
5,1,83,497,62,40,1,1,1.000000
6,1,86,497,62,40,1,1,1.000000
7,1,90,498,62,40,1,1,1.000000
8,1,91,498,62,40,1,1,1.000000
9,1,92,498,62,40,1,1,1.000000
10,1,95,498,61,40,1,1,1.000000
11,1,100,499,60,39,1,1,1.000000
12,1,102,499,61,39,1,1,1.000000
13,1,104,499,61,39,1,1,1.000000
14,1,106,499,61,39,1,1,1.000000
15,1,108,499,61,39,1,1,1.000000
16,1,111,499,60,39,1,1,1.000000
17,1,113,499,60,39,1,1,1.000000
18,1,115,499,59,38,1,1,1.000000
19,1,116,499,60,38,1,1,1.000000
20,1,119,499,59,38,1,1,1.000000
21,1,121,498,59,38,1,1,1.000000
22,1,123,498,59,38,1,1,1.000000
23,1,126,497,58,37,1,1,1.000000
24,1,131,496,58,37,1,1,1.000000
25,1,133,496,58,37,1,1,1.000000
26,1,136,496,58,37,1,1,1.000000
27,1,138,495,58,37,1,1,1.000000
28,1,141,495,58,37,1,1,1.000000
29,1,143,495,58,37,1,1,1.000000
30,1,146,494,57,37,1,1,1.000000
31,1,148,494,57,37,1,1,1.000000
32,1,152,493,57,37,1,1,1.000000
33,1,154,493,57,37,1,1,1.000000
34,1,156,493,57,37,1,1,1.000000
35,1,159,493,57,36,1,1,1.000000
36,1,163,493,56,36,1,1,1.000000
37,1,167,493,57,37,1,1,1.000000
38,1,170,493,57,37,1,1,1.000000
39,1,173,493,56,36,1,1,1.000000
40,1,178,493,56,36,1,1,1.000000
41,1,181,493,55,36,1,1,1.000000
42,1,184,493,56,36,1,1,1.000000
43,1,187,493,55,36,1,1,1.000000
44,1,190,493,55,35,1,1,1.000000
45,1,195,493,55,35,1,1,1.000000
46,1,198,493,55,35,1,1,1.000000
47,1,200,493,54,35,1,1,1.000000
48,1,203,493,54,35,1,1,1.000000
49,1,209,493,53,34,1,1,1.000000
50,1,211,493,54,35,1,1,1.000000
51,1,212,493,54,35,1,1,1.000000
52,1,216,494,53,34,1,1,1.000000
53,1,222,494,53,34,1,1,1.000000
54,1,225,495,52,34,1,1,1.000000
55,1,227,495,51,33,1,1,1.000000
56,1,230,495,52,34,1,1,1.000000
57,1,237,495,52,34,1,1,1.000000
58,1,240,495,52,34,1,1,1.000000
59,1,242,495,52,34,1,1,1.000000
60,1,246,496,52,34,1,1,1.000000
61,1,254,496,51,33,1,1,1.000000
62,1,257,496,51,33,1,1,1.000000
63,1,259,496,51,33,1,1,1.000000
64,1,263,496,51,33,1,1,1.000000
65,1,272,497,51,33,1,1,1.000000
66,1,276,497,50,33,1,1,1.000000
67,1,278,497,50,32,1,1,1.000000
68,1,283,497,50,33,1,1,1.000000
69,1,292,497,50,32,1,1,1.000000
70,1,297,497,51,33,1,1,1.000000
71,1,300,497,50,32,1,1,1.000000
72,1,306,497,50,32,1,1,1.000000
73,1,316,497,50,32,1,1,1.000000
74,1,322,498,49,32,1,1,1.000000
75,1,327,498,49,31,1,1,1.000000
76,1,332,498,48,31,1,1,1.000000
77,1,338,498,48,31,1,1,1.000000
78,1,343,498,48,31,1,1,1.000000
79,1,351,498,48,31,1,1,1.000000
80,1,356,498,48,31,1,1,1.000000
81,1,362,498,48,31,1,1,1.000000
82,1,368,499,46,30,1,1,1.000000
83,1,373,499,46,30,1,1,1.000000
84,1,376,500,46,30,1,1,1.000000
85,1,387,500,46,30,1,1,1.000000
86,1,392,500,47,30,1,1,1.000000
87,1,395,501,47,30,1,1,1.000000
88,1,401,501,46,30,1,1,1.000000
89,1,411,501,46,30,1,1,1.000000
90,1,416,501,46,30,1,1,1.000000
91,1,418,501,46,30,1,1,1.000000
92,1,423,502,45,29,1,1,1.000000
93,1,432,501,47,30,1,1,1.000000
94,1,437,502,46,30,1,1,1.000000
95,1,439,502,46,29,1,1,1.000000
96,1,443,502,46,30,1,1,1.000000
97,1,451,502,46,29,1,1,1.000000
98,1,453,502,45,29,1,1,1.000000
99,1,452,497,54,40,1,1,1.000000
100,1,458,497,54,40,1,1,1.000000
101,1,463,497,54,40,1,1,1.000000
102,1,465,497,54,40,1,1,1.000000
103,1,468,497,54,40,1,1,1.000000
104,1,475,497,53,39,1,1,1.000000
105,1,478,498,53,39,1,1,1.000000
106,1,482,498,53,39,1,1,1.000000
107,1,490,498,52,39,1,1,1.000000
108,1,493,498,52,38,1,1,1.000000
109,1,495,498,52,38,1,1,1.000000
110,1,497,497,52,38,1,1,1.000000
111,1,505,497,51,38,1,1,1.000000
112,1,507,497,51,38,1,1,1.000000
113,1,509,497,51,38,1,1,1.000000
114,1,511,497,50,37,1,1,1.000000
115,1,516,498,50,37,1,1,1.000000
116,1,521,498,49,37,1,1,1.000000
117,1,524,498,49,36,1,1,1.000000
118,1,528,498,49,36,1,1,1.000000
119,1,533,498,49,37,1,1,1.000000
120,1,537,498,50,37,1,1,1.000000
121,1,540,498,50,37,1,1,1.000000
122,1,543,497,51,38,1,1,1.000000
123,1,545,496,53,40,1,1,1.000000
124,1,553,497,53,39,1,1,1.000000
125,1,557,497,53,39,1,1,1.000000
126,1,561,497,53,39,1,1,1.000000
127,1,565,497,53,39,1,1,1.000000
128,1,573,498,52,38,1,1,1.000000
129,1,578,498,52,38,1,1,1.000000
130,1,583,498,51,38,1,1,1.000000
131,1,588,499,50,37,1,1,1.000000
132,1,596,499,50,37,1,1,1.000000
133,1,601,499,50,37,1,1,1.000000
134,1,604,500,49,36,1,1,1.000000
135,1,606,500,49,37,1,1,1.000000
136,1,613,500,50,37,1,1,1.000000
137,1,618,500,50,37,1,1,1.000000
138,1,618,500,50,37,1,1,1.000000
139,1,622,500,50,37,1,1,1.000000
140,1,627,500,50,37,1,1,1.000000
141,1,634,501,49,36,1,1,1.000000
142,1,637,501,48,36,1,1,1.000000
143,1,646,502,48,36,1,1,1.000000
144,1,651,502,48,35,1,1,1.000000
145,1,653,502,48,36,1,1,1.000000
146,1,658,502,48,36,1,1,1.000000
147,1,667,502,48,35,1,1,1.000000
148,1,669,502,49,36,1,1,1.000000
149,1,672,502,48,36,1,1,1.000000
150,1,679,502,48,35,1,1,1.000000
151,1,683,502,49,36,1,1,1.000000
152,1,689,502,49,36,1,1,1.000000
153,1,694,502,49,36,1,1,1.000000
154,1,701,502,49,37,1,1,1.000000
155,1,707,503,49,36,1,1,1.000000
156,1,712,503,48,35,1,1,1.000000
157,1,717,503,48,35,1,1,1.000000
158,1,723,504,47,35,1,1,1.000000
159,1,726,504,46,34,1,1,1.000000
160,1,736,504,48,35,1,1,1.000000
161,1,742,504,48,35,1,1,1.000000
162,1,745,504,47,35,1,1,1.000000
163,1,751,505,47,35,1,1,1.000000
164,1,755,504,49,36,1,1,1.000000
165,1,761,505,47,35,1,1,1.000000
166,1,768,505,46,34,1,1,1.000000
167,1,776,506,46,34,1,1,1.000000
168,1,781,506,46,34,1,1,1.000000
169,1,787,506,45,34,1,1,1.000000
170,1,793,506,44,33,1,1,1.000000
171,1,802,508,42,31,1,1,1.000000
172,1,804,508,42,31,1,1,1.000000
173,1,812,508,42,31,1,1,1.000000
174,1,817,508,41,31,1,1,1.000000
175,1,823,508,41,30,1,1,1.000000
176,1,828,509,40,30,1,1,1.000000
177,1,833,509,40,30,1,1,1.000000
178,1,839,509,40,29,1,1,1.000000
179,1,841,510,39,29,1,1,1.000000
180,1,846,510,39,29,1,1,1.000000
181,1,853,511,39,29,1,1,1.000000
182,1,856,511,39,29,1,1,1.000000
183,1,861,511,38,28,1,1,1.000000
184,1,868,512,38,28,1,1,1.000000
185,1,874,512,37,28,1,1,1.000000
186,1,878,512,37,28,1,1,1.000000
187,1,883,513,37,28,1,1,1.000000
188,1,890,513,37,28,1,1,1.000000
189,1,895,513,38,28,1,1,1.000000
190,1,899,513,38,28,1,1,1.000000
