1,-1,308.0,150.0,16.0,10.0,1.000000
1,-1,325.0,113.0,17.0,12.0,1.000000
2,-1,308.0,149.0,16.0,10.0,1.000000
2,-1,326.0,111.0,17.0,12.0,1.000000
3,-1,309.0,147.0,16.0,10.0,1.000000
3,-1,327.0,109.0,17.0,12.0,1.000000
4,-1,309.0,146.0,16.0,10.0,1.000000
4,-1,327.0,107.0,17.0,12.0,1.000000
5,-1,309.0,146.0,16.0,10.0,1.000000
5,-1,329.0,104.0,17.0,12.0,1.000000
6,-1,309.0,145.0,16.0,10.0,1.000000
6,-1,329.0,102.0,17.0,12.0,1.000000
7,-1,308.0,145.0,16.0,10.0,1.000000
7,-1,330.0,101.0,17.0,12.0,1.000000
8,-1,308.0,144.0,16.0,10.0,1.000000
8,-1,331.0,99.0,17.0,12.0,1.000000
9,-1,308.0,144.0,16.0,10.0,1.000000
9,-1,332.0,98.0,17.0,12.0,1.000000
10,-1,308.0,140.0,19.0,14.0,1.000000
10,-1,333.0,94.0,22.0,14.0,1.000000
11,-1,308.0,140.0,19.0,14.0,1.000000
11,-1,334.0,92.0,22.0,14.0,1.000000
12,-1,308.0,140.0,18.0,13.0,1.000000
12,-1,335.0,91.0,23.0,14.0,1.000000
13,-1,308.0,138.0,19.0,14.0,1.000000
13,-1,336.0,89.0,22.0,14.0,1.000000
14,-1,308.0,138.0,19.0,14.0,1.000000
14,-1,337.0,87.0,22.0,14.0,1.000000
15,-1,308.0,138.0,19.0,14.0,1.000000
15,-1,339.0,83.0,23.0,15.0,1.000000
16,-1,309.0,135.0,19.0,14.0,1.000000
16,-1,340.0,82.0,23.0,15.0,1.000000
17,-1,309.0,134.0,19.0,14.0,1.000000
17,-1,341.0,80.0,23.0,15.0,1.000000
18,-1,312.0,132.0,19.0,15.0,1.000000
18,-1,342.0,78.0,23.0,15.0,1.000000
19,-1,312.0,132.0,18.0,15.0,1.000000
19,-1,342.0,77.0,24.0,15.0,1.000000
20,-1,313.0,131.0,17.0,13.0,1.000000
20,-1,346.0,73.0,23.0,15.0,1.000000
21,-1,314.0,130.0,17.0,13.0,1.000000
21,-1,346.0,70.0,24.0,15.0,1.000000
22,-1,314.0,129.0,17.0,14.0,1.000000
22,-1,348.0,68.0,24.0,15.0,1.000000
23,-1,313.0,126.0,20.0,16.0,1.000000
23,-1,349.0,64.0,25.0,15.0,1.000000
24,-1,313.0,126.0,20.0,16.0,1.000000
24,-1,350.0,62.0,25.0,15.0,1.000000
25,-1,313.0,125.0,20.0,16.0,1.000000
25,-1,351.0,60.0,26.0,15.0,1.000000
26,-1,314.0,125.0,20.0,16.0,1.000000
26,-1,355.0,54.0,26.0,16.0,1.000000
27,-1,275.0,228.0,17.0,13.0,1.000000
27,-1,314.0,124.0,20.0,16.0,1.000000
27,-1,356.0,50.0,27.0,16.0,1.000000
28,-1,275.0,227.0,16.0,13.0,1.000000
28,-1,314.0,120.0,23.0,14.0,1.000000
28,-1,358.0,49.0,28.0,14.0,1.000000
29,-1,274.0,228.0,20.0,13.0,1.000000
29,-1,314.0,118.0,24.0,15.0,1.000000
29,-1,359.0,45.0,29.0,14.0,1.000000
30,-1,275.0,226.0,19.0,12.0,1.000000
30,-1,315.0,116.0,24.0,15.0,1.000000
30,-1,361.0,41.0,29.0,14.0,1.000000
31,-1,277.0,218.0,22.0,14.0,1.000000
31,-1,317.0,109.0,23.0,16.0,1.000000
31,-1,365.0,30.0,30.0,17.0,1.000000
32,-1,273.0,215.0,22.0,14.0,1.000000
32,-1,318.0,105.0,23.0,16.0,1.000000
32,-1,367.0,24.0,30.0,17.0,1.000000
33,-1,275.0,213.0,22.0,16.0,1.000000
33,-1,318.0,102.0,23.0,16.0,1.000000
33,-1,369.0,18.0,32.0,18.0,1.000000
34,-1,275.0,209.0,25.0,17.0,1.000000
34,-1,319.0,98.0,24.0,16.0,1.000000
34,-1,372.0,12.0,31.0,18.0,1.000000
35,-1,273.0,207.0,29.0,20.0,1.000000
35,-1,319.0,97.0,24.0,16.0,1.000000
35,-1,374.0,7.0,31.0,18.0,1.000000
36,-1,276.0,201.0,26.0,18.0,1.000000
36,-1,319.0,94.0,24.0,16.0,1.000000
36,-1,379.0,-4.0,32.0,19.0,1.000000
37,-1,277.0,200.0,24.0,16.0,1.000000
37,-1,320.0,92.0,23.0,16.0,1.000000
37,-1,382.0,-9.0,33.0,19.0,1.000000
38,-1,276.0,195.0,27.0,19.0,1.000000
38,-1,321.0,86.0,24.0,17.0,1.000000
39,-1,277.0,194.0,26.0,18.0,1.000000
39,-1,322.0,84.0,24.0,17.0,1.000000
40,-1,278.0,192.0,25.0,18.0,1.000000
40,-1,322.0,82.0,24.0,17.0,1.000000
41,-1,279.0,190.0,25.0,18.0,1.000000
41,-1,322.0,79.0,25.0,18.0,1.000000
42,-1,279.0,189.0,27.0,19.0,1.000000
42,-1,324.0,78.0,24.0,17.0,1.000000
43,-1,280.0,189.0,25.0,18.0,1.000000
43,-1,324.0,78.0,24.0,17.0,1.000000
44,-1,281.0,188.0,24.0,17.0,1.000000
44,-1,326.0,77.0,22.0,16.0,1.000000
45,-1,281.0,186.0,25.0,18.0,1.000000
45,-1,326.0,75.0,26.0,16.0,1.000000
46,-1,282.0,184.0,26.0,18.0,1.000000
46,-1,325.0,72.0,30.0,18.0,1.000000
47,-1,282.0,183.0,26.0,18.0,1.000000
47,-1,326.0,71.0,30.0,18.0,1.000000
48,-1,283.0,182.0,26.0,18.0,1.000000
48,-1,325.0,70.0,32.0,20.0,1.000000
49,-1,284.0,182.0,25.0,18.0,1.000000
49,-1,330.0,67.0,27.0,15.0,1.000000
50,-1,284.0,181.0,26.0,18.0,1.000000
50,-1,330.0,65.0,28.0,16.0,1.000000
51,-1,285.0,179.0,25.0,18.0,1.000000
51,-1,330.0,66.0,28.0,16.0,1.000000
52,-1,284.0,179.0,30.0,16.0,1.000000
52,-1,332.0,61.0,29.0,16.0,1.000000
53,-1,284.0,178.0,31.0,17.0,1.000000
53,-1,333.0,60.0,29.0,16.0,1.000000
54,-1,285.0,178.0,30.0,16.0,1.000000
54,-1,333.0,59.0,29.0,16.0,1.000000
55,-1,285.0,177.0,31.0,17.0,1.000000
55,-1,334.0,59.0,26.0,15.0,1.000000
56,-1,286.0,176.0,30.0,16.0,1.000000
56,-1,335.0,57.0,26.0,15.0,1.000000
57,-1,287.0,176.0,30.0,16.0,1.000000
57,-1,335.0,58.0,25.0,14.0,1.000000
58,-1,288.0,175.0,30.0,16.0,1.000000
58,-1,336.0,57.0,23.0,13.0,1.000000
59,-1,291.0,174.0,27.0,14.0,1.000000
59,-1,337.0,53.0,27.0,16.0,1.000000
60,-1,292.0,174.0,26.0,14.0,1.000000
60,-1,338.0,52.0,27.0,16.0,1.000000
61,-1,293.0,173.0,26.0,14.0,1.000000
61,-1,340.0,48.0,27.0,16.0,1.000000
62,-1,293.0,172.0,27.0,15.0,1.000000
62,-1,341.0,47.0,26.0,16.0,1.000000
63,-1,294.0,171.0,28.0,15.0,1.000000
63,-1,341.0,45.0,27.0,17.0,1.000000
64,-1,294.0,170.0,28.0,15.0,1.000000
64,-1,342.0,44.0,26.0,16.0,1.000000
65,-1,294.0,169.0,29.0,15.0,1.000000
65,-1,341.0,42.0,27.0,17.0,1.000000
66,-1,294.0,168.0,29.0,16.0,1.000000
66,-1,343.0,38.0,27.0,17.0,1.000000
67,-1,294.0,167.0,29.0,16.0,1.000000
67,-1,347.0,39.0,21.0,14.0,1.000000
68,-1,294.0,167.0,30.0,16.0,1.000000
68,-1,348.0,38.0,21.0,14.0,1.000000
69,-1,294.0,166.0,31.0,17.0,1.000000
69,-1,347.0,35.0,22.0,14.0,1.000000
70,-1,294.0,166.0,31.0,17.0,1.000000
70,-1,347.0,34.0,23.0,15.0,1.000000
71,-1,295.0,164.0,32.0,17.0,1.000000
71,-1,347.0,32.0,26.0,14.0,1.000000
72,-1,295.0,162.0,34.0,18.0,1.000000
72,-1,348.0,30.0,26.0,14.0,1.000000
73,-1,296.0,160.0,34.0,18.0,1.000000
73,-1,349.0,29.0,26.0,14.0,1.000000
74,-1,273.0,274.0,17.0,14.0,1.000000
74,-1,297.0,157.0,35.0,19.0,1.000000
74,-1,351.0,26.0,25.0,14.0,1.000000
