1,-1,504,90,20,12,1,-1,-1,-1
2,-1,457,90,20,12,1,-1,-1,-1
2,-1,805,101,22,12,1,-1,-1,-1
3,-1,423,86,24,14,1,-1,-1,-1
3,-1,771,102,26,11,1,-1,-1,-1
4,-1,396,86,22,12,1,-1,-1,-1
4,-1,745,101,24,15,1,-1,-1,-1
5,-1,370,84,22,11,1,-1,-1,-1
5,-1,721,102,24,14,1,-1,-1,-1
6,-1,346,78,22,17,1,-1,-1,-1
6,-1,699,102,22,15,1,-1,-1,-1
7,-1,314,75,22,17,1,-1,-1,-1
7,-1,670,103,25,14,1,-1,-1,-1
8,-1,290,72,22,17,1,-1,-1,-1
8,-1,645,102,27,14,1,-1,-1,-1
9,-1,262,69,22,17,1,-1,-1,-1
9,-1,622,100,19,15,1,-1,-1,-1
9,-1,812,133,20,12,1,-1,-1,-1
10,-1,236,66,23,17,1,-1,-1,-1
10,-1,599,101,18,13,1,-1,-1,-1
10,-1,788,133,21,12,1,-1,-1,-1
11,-1,211,63,23,17,1,-1,-1,-1
11,-1,571,99,22,15,1,-1,-1,-1
11,-1,765,133,20,12,1,-1,-1,-1
12,-1,181,59,20,15,1,-1,-1,-1
12,-1,544,97,18,15,1,-1,-1,-1
12,-1,738,133,20,12,1,-1,-1,-1
13,-1,161,60,20,15,1,-1,-1,-1
13,-1,525,99,19,16,1,-1,-1,-1
13,-1,721,135,18,15,1,-1,-1,-1
14,-1,150,74,20,15,1,-1,-1,-1
14,-1,514,117,20,12,1,-1,-1,-1
14,-1,713,152,18,15,1,-1,-1,-1
15,-1,143,91,20,15,1,-1,-1,-1
15,-1,509,134,18,13,1,-1,-1,-1
15,-1,708,172,18,15,1,-1,-1,-1
16,-1,135,106,21,15,1,-1,-1,-1
16,-1,502,149,18,14,1,-1,-1,-1
16,-1,702,189,19,16,1,-1,-1,-1
17,-1,12,0,19,10,1,-1,-1,-1
17,-1,125,123,21,15,1,-1,-1,-1
17,-1,165,5,18,11,1,-1,-1,-1
17,-1,244,-1,21,12,1,-1,-1,-1
17,-1,489,167,22,14,1,-1,-1,-1
17,-1,694,209,19,16,1,-1,-1,-1
18,-1,7,10,19,10,1,-1,-1,-1
18,-1,119,133,20,15,1,-1,-1,-1
18,-1,159,13,18,13,1,-1,-1,-1
18,-1,238,7,21,13,1,-1,-1,-1
18,-1,485,178,22,14,1,-1,-1,-1
18,-1,691,220,19,15,1,-1,-1,-1
19,-1,3,17,19,10,1,-1,-1,-1
19,-1,116,139,20,15,1,-1,-1,-1
19,-1,154,20,18,13,1,-1,-1,-1
19,-1,233,14,21,13,1,-1,-1,-1
19,-1,482,184,22,14,1,-1,-1,-1
19,-1,690,228,19,16,1,-1,-1,-1
20,-1,1,21,20,10,1,-1,-1,-1
20,-1,113,144,20,15,1,-1,-1,-1
20,-1,152,26,18,13,1,-1,-1,-1
20,-1,230,19,21,13,1,-1,-1,-1
20,-1,480,188,22,14,1,-1,-1,-1
20,-1,689,234,19,16,1,-1,-1,-1
21,-1,0,25,19,10,1,-1,-1,-1
21,-1,111,146,20,15,1,-1,-1,-1
21,-1,148,30,18,13,1,-1,-1,-1
21,-1,226,23,21,13,1,-1,-1,-1
21,-1,479,192,22,14,1,-1,-1,-1
21,-1,689,239,19,16,1,-1,-1,-1
22,-1,1,27,20,10,1,-1,-1,-1
22,-1,112,147,20,15,1,-1,-1,-1
22,-1,148,34,19,14,1,-1,-1,-1
22,-1,226,26,22,13,1,-1,-1,-1
22,-1,481,193,22,14,1,-1,-1,-1
22,-1,693,241,19,16,1,-1,-1,-1
23,-1,1,27,20,10,1,-1,-1,-1
23,-1,112,147,20,15,1,-1,-1,-1
23,-1,147,35,19,14,1,-1,-1,-1
23,-1,225,27,21,13,1,-1,-1,-1
23,-1,482,193,23,14,1,-1,-1,-1
23,-1,695,242,20,16,1,-1,-1,-1
24,-1,2,28,20,10,1,-1,-1,-1
24,-1,113,148,20,15,1,-1,-1,-1
24,-1,147,37,19,14,1,-1,-1,-1
24,-1,224,28,22,13,1,-1,-1,-1
24,-1,484,192,22,14,1,-1,-1,-1
24,-1,698,243,20,17,1,-1,-1,-1
25,-1,5,29,20,10,1,-1,-1,-1
25,-1,115,147,20,15,1,-1,-1,-1
25,-1,148,38,19,14,1,-1,-1,-1
25,-1,225,28,21,13,1,-1,-1,-1
25,-1,487,192,23,14,1,-1,-1,-1
25,-1,702,244,20,17,1,-1,-1,-1
26,-1,12,29,20,10,1,-1,-1,-1
26,-1,122,147,20,15,1,-1,-1,-1
26,-1,154,39,19,14,1,-1,-1,-1
26,-1,231,28,21,13,1,-1,-1,-1
26,-1,495,191,22,14,1,-1,-1,-1
26,-1,711,244,21,17,1,-1,-1,-1
27,-1,18,29,20,10,1,-1,-1,-1
27,-1,128,146,20,15,1,-1,-1,-1
27,-1,160,39,19,14,1,-1,-1,-1
27,-1,236,28,21,13,1,-1,-1,-1
27,-1,503,188,22,14,1,-1,-1,-1
27,-1,720,243,20,17,1,-1,-1,-1
28,-1,25,29,19,10,1,-1,-1,-1
28,-1,135,144,20,15,1,-1,-1,-1
28,-1,165,39,19,14,1,-1,-1,-1
28,-1,241,27,21,13,1,-1,-1,-1
28,-1,510,186,22,14,1,-1,-1,-1
28,-1,728,241,21,17,1,-1,-1,-1
29,-1,30,28,19,10,1,-1,-1,-1
29,-1,140,143,20,15,1,-1,-1,-1
29,-1,170,39,19,14,1,-1,-1,-1
29,-1,245,27,22,13,1,-1,-1,-1
29,-1,516,184,22,14,1,-1,-1,-1
29,-1,735,241,21,17,1,-1,-1,-1
30,-1,35,28,19,10,1,-1,-1,-1
30,-1,144,142,20,15,1,-1,-1,-1
30,-1,173,39,19,14,1,-1,-1,-1
30,-1,248,26,22,13,1,-1,-1,-1
30,-1,521,182,23,14,1,-1,-1,-1
30,-1,741,239,21,17,1,-1,-1,-1
31,-1,36,27,19,10,1,-1,-1,-1
31,-1,145,140,20,15,1,-1,-1,-1
31,-1,173,40,19,14,1,-1,-1,-1
31,-1,249,25,22,14,1,-1,-1,-1
31,-1,523,180,22,14,1,-1,-1,-1
31,-1,744,238,21,17,1,-1,-1,-1
32,-1,31,26,19,10,1,-1,-1,-1
32,-1,138,138,20,15,1,-1,-1,-1
32,-1,166,40,19,14,1,-1,-1,-1
32,-1,242,25,21,13,1,-1,-1,-1
32,-1,518,178,23,15,1,-1,-1,-1
32,-1,740,237,21,18,1,-1,-1,-1
33,-1,25,30,19,10,1,-1,-1,-1
33,-1,133,142,20,15,1,-1,-1,-1
33,-1,160,44,20,15,1,-1,-1,-1
33,-1,236,29,21,13,1,-1,-1,-1
33,-1,514,182,23,15,1,-1,-1,-1
33,-1,736,242,21,18,1,-1,-1,-1
34,-1,19,41,19,10,1,-1,-1,-1
34,-1,126,152,20,15,1,-1,-1,-1
34,-1,153,57,19,14,1,-1,-1,-1
34,-1,229,40,21,13,1,-1,-1,-1
34,-1,509,192,22,14,1,-1,-1,-1
34,-1,732,253,21,18,1,-1,-1,-1
35,-1,14,52,19,10,1,-1,-1,-1
35,-1,121,162,21,15,1,-1,-1,-1
35,-1,147,68,19,14,1,-1,-1,-1
35,-1,223,52,21,13,1,-1,-1,-1
35,-1,505,201,23,15,1,-1,-1,-1
35,-1,728,264,21,17,1,-1,-1,-1
36,-1,9,63,19,10,1,-1,-1,-1
36,-1,116,172,21,15,1,-1,-1,-1
36,-1,142,80,19,14,1,-1,-1,-1
36,-1,217,63,21,13,1,-1,-1,-1
36,-1,502,211,23,15,1,-1,-1,-1
36,-1,725,274,21,17,1,-1,-1,-1
37,-1,8,77,20,10,1,-1,-1,-1
37,-1,115,184,21,16,1,-1,-1,-1
37,-1,139,95,19,14,1,-1,-1,-1
37,-1,215,77,21,13,1,-1,-1,-1
37,-1,502,223,23,14,1,-1,-1,-1
37,-1,726,286,21,17,1,-1,-1,-1
38,-1,8,85,20,10,1,-1,-1,-1
38,-1,114,191,21,16,1,-1,-1,-1
38,-1,138,104,19,14,1,-1,-1,-1
38,-1,213,85,21,13,1,-1,-1,-1
38,-1,503,229,23,15,1,-1,-1,-1
38,-1,728,293,21,17,1,-1,-1,-1
39,-1,6,91,20,11,1,-1,-1,-1
39,-1,113,197,21,16,1,-1,-1,-1
39,-1,136,111,19,14,1,-1,-1,-1
39,-1,212,92,20,12,1,-1,-1,-1
39,-1,503,234,23,15,1,-1,-1,-1
39,-1,729,299,21,17,1,-1,-1,-1
40,-1,4,96,20,10,1,-1,-1,-1
40,-1,110,201,21,16,1,-1,-1,-1
40,-1,133,116,19,14,1,-1,-1,-1
40,-1,208,97,21,13,1,-1,-1,-1
40,-1,502,238,23,15,1,-1,-1,-1
40,-1,728,302,20,17,1,-1,-1,-1
41,-1,0,99,20,10,1,-1,-1,-1
41,-1,105,203,22,16,1,-1,-1,-1
41,-1,128,120,19,14,1,-1,-1,-1
41,-1,204,101,21,13,1,-1,-1,-1
41,-1,499,240,23,15,1,-1,-1,-1
41,-1,726,305,20,17,1,-1,-1,-1
42,-1,-6,99,16,15,1,-1,-1,-1
42,-1,97,206,21,16,1,-1,-1,-1
42,-1,119,124,18,14,1,-1,-1,-1
42,-1,195,105,21,13,1,-1,-1,-1
42,-1,493,242,24,16,1,-1,-1,-1
